address,baths,beds,carparks,extracted_date,land_area,property_type,sold_date,sold_price,state,suburb,zip
782 Old Calder Hwy,2,4,1,29-03-2020,UNAVAILABLE,House,24th March 2020,$800k,VIC,Keilor,3036
4-6 Campaspe Cr,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.27m,UNAVAILABLE,Keilor,UNAVAILABLE
6 Boston Cr,1,3,4,29-03-2020,676m²,House,UNAVAILABLE,-1,VIC,Keilor Downs,3038
13 Dinah Pde,1,3,1,29-03-2020,UNAVAILABLE,House,28th March 2020,Price withheld,VIC,Keilor East,3033
31 Valley Lake Bvd,3,5,2,29-03-2020,474m²,House,25th March 2020,$1.225m,VIC,Keilor East,3033
18 Herbert Cr,1,3,2,29-03-2020,590m²,House,11th March 2020,$800k,VIC,Keilor East,3033
31 Valley Lake Bvd,3,5,2,29-03-2020,474m²,House,25th March 2020,$1.225m,VIC,Keilor East,3033
105 St Aidans Rd,2,5,3,29-03-2020,921m²,House,27th March 2020,$625k,VIC,Kennington,3550
10/202 St Aidans Rd,2,3,2,29-03-2020,250m²,House,23rd March 2020,$220k,VIC,Kennington,3550
2/11 Smith St,1,2,1,29-03-2020,UNAVAILABLE,Unit,13th March 2020,$535k,VIC,Kensington,3031
2/62 Smith St,3,3,1,29-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,-1,VIC,Kensington,3031
1G/88 Altona St,1,1,1,29-03-2020,UNAVAILABLE,Unit,12th March 2020,$382.5k,VIC,Kensington,3031
201/80 Speakmen St,2,2,1,29-03-2020,UNAVAILABLE,Unit,21st March 2020,$521k,VIC,Kensington,3031
124 Victoria St,2,3,5,29-03-2020,"1,005m²",House,20th March 2020,$220k,VIC,Kerang,3579
11 Belvedere ,3,4,1,29-03-2020,738m²,House,27th March 2020,Price withheld,VIC,Kew,3101
10/72 Cobden St,1,2,1,29-03-2020,UNAVAILABLE,Unit,26th March 2020,Price withheld,VIC,Kew,3101
77 Davis St,3,4,2,29-03-2020,UNAVAILABLE,House,26th March 2020,$2.7m,VIC,Kew,3101
15 Hillcrest Av,2,3,2,29-03-2020,"1,227m²",House,25th March 2020,Price withheld,VIC,Kew,3101
11 Lady Brasseys Dr,2,3,2,29-03-2020,UNAVAILABLE,House,25th March 2020,Price withheld,VIC,Kew,3101
9 St Anthonys Pl,2,3,2,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Kew,3101
1/33 Stawell St,2,3,2,29-03-2020,UNAVAILABLE,Unit,3rd March 2020,Price withheld,VIC,Kew,3101
4/42 Studley Av,1,2,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,Price withheld,VIC,Kew,3101
5/23 Walpole St,2,3,1,29-03-2020,210m²,Townhouse,23rd March 2020,$1.141888m,VIC,Kew,3101
288 Cotham Rd,3,5,4,29-03-2020,UNAVAILABLE,House,21st March 2020,$5.018m,VIC,Kew,3101
77 Davis St,3,4,2,29-03-2020,UNAVAILABLE,House,26th March 2020,$2.7m,VIC,Kew,3101
10 Caledonian Ct,2,3,2,29-03-2020,UNAVAILABLE,House,19th March 2020,$720k,VIC,Keysborough,3173
433 Cheltenham Rd,1,3,2,29-03-2020,535m²,House,UNAVAILABLE,$685k,VIC,Keysborough,3173
36A Homeleigh Rd,2,3,2,29-03-2020,234m²,Townhouse,23rd March 2020,$710k,VIC,Keysborough,3173
8 Linden Dr,1,2,2,29-03-2020,UNAVAILABLE,House,21st March 2020,Price withheld,VIC,Keysborough,3173
35 Sunnyvale Cr,2,3,3,29-03-2020,554m²,House,26th March 2020,$730k,VIC,Keysborough,3173
35 Sunnyvale Cr,2,3,3,29-03-2020,554m²,House,26th March 2020,$730k,VIC,Keysborough,3173
1/2 Tracey Cl,1,2,1,29-03-2020,295m²,Unit,4th March 2020,$460k,VIC,Keysborough,3173
2 Yellowgum Dr,2,4,2,29-03-2020,685m²,House,20th March 2020,$400k,VIC,Kialla,3631
17 Klim St,2,4,3,29-03-2020,706m²,House,16th March 2020,$480k,VIC,Killara,3691
35 Woodbridge St,2,3,2,29-03-2020,852m²,House,20th March 2020,$560k,VIC,Killara,3691
13 Golden Elm Ct,2,4,2,29-03-2020,"1,156m²",House,27th March 2020,$610k,VIC,Kilmore,3764
14 Oak Ct,2,3,4,29-03-2020,"2,816m²",House,27th March 2020,$821k,VIC,Kilmore,3764
3/12 Byron Rd,1,2,2,29-03-2020,212m²,Unit,20th March 2020,$601k,VIC,Kilsyth,3137
13 Camelia St,1,3,2,29-03-2020,"1,120m²",House,15th March 2020,$550k,VIC,Kings Park,3021
2 Burns Gr,1,3,2,29-03-2020,641m²,House,25th March 2020,$760k,VIC,Kingsbury,3083
4/30 Scott Gr,2,2,1,29-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,Price withheld,VIC,Kingsbury,3083
80 Coronation St,1,3,1,29-03-2020,UNAVAILABLE,House,24th March 2020,$890k,VIC,Kingsville,3012
196 Williamstown Rd,2,3,1,29-03-2020,276m²,House,24th March 2020,$1.1m,VIC,Kingsville,3012
107 Chirnside St,2,3,1,29-03-2020,273m²,House,5th March 2020,$1.22m,VIC,Kingsville,3012
11 Latona Av,1,3,2,29-03-2020,734m²,House,23rd March 2020,$795k,VIC,Knoxfield,3180
2/96 David St N,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,7th March 2020,$761k,VIC,Knoxfield,3180
1/2 William St,1,2,1,29-03-2020,330m²,Unit,25th March 2020,$410k,VIC,Koo Wee Rup,3981
3/4 Anthony Ct,1,3,2,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$354k,VIC,Korumburra,3950
8 Carla Cr,2,5,2,29-03-2020,801m²,House,24th March 2020,$540k,VIC,Korumburra,3950
896 Rowe Rd,2,5,4,29-03-2020,18ha,House,25th March 2020,$745k,VIC,Koyuga,3622
79 Edis St,2,3,2,29-03-2020,945m²,House,25th March 2020,$240k,VIC,Kyabram,3620
10 Unitt St,1,2,1,29-03-2020,600m²,House,25th March 2020,$250k,VIC,Kyabram,3620
26 Wilson St,2,3,2,29-03-2020,908m²,House,20th March 2020,$395k,VIC,Kyabram,3620
41A Mitchell St,2,3,1,29-03-2020,369m²,House,17th March 2020,$599k,VIC,Kyneton,3444
65 Wedge St,1,3,2,29-03-2020,UNAVAILABLE,House,21st March 2020,$795k,VIC,Kyneton,3444
9 Station St,2,3,2,29-03-2020,"1,011m²",House,23rd March 2020,$205k,VIC,Lake Boga,3584
5A Wycombe Ct,1,2,1,29-03-2020,608m²,House,23rd March 2020,$331k,VIC,Lake Boga,3584
1102A Gregory St,1,3,−,29-03-2020,469m²,House,17th March 2020,$415k,VIC,Lake Wendouree,3350
27 Sarissa St,2,4,2,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$748k,VIC,Lalor,3075
19 Valerie St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$590k,UNAVAILABLE,Lalor,UNAVAILABLE
13 Cullen Dr,2,4,2,29-03-2020,732m²,House,20th March 2020,$555k,VIC,Lang Lang,3984
54 Salisbury St,1,3,2,29-03-2020,"1,026m²",House,24th March 2020,$485k,VIC,Lang Lang,3984
27 Aqueduct Rd,2,4,2,29-03-2020,620m²,House,4th March 2020,$826.5k,VIC,Langwarrin,3910
3 Landhill Cl,2,3,2,29-03-2020,528m²,House,25th March 2020,$660k,VIC,Langwarrin,3910
13 Tamara Cct,2,4,2,29-03-2020,UNAVAILABLE,House,20th March 2020,$790k,VIC,Langwarrin,3910
62 Yarralumla Dr,2,3,2,29-03-2020,"1,864m²",House,19th March 2020,$902k,VIC,Langwarrin,3910
42 Canterbury Rd W,2,4,2,29-03-2020,512m²,House,9th March 2020,$580k,VIC,Lara,3212
15 Cumberland Dr,1,3,2,29-03-2020,435m²,House,24th March 2020,$445k,VIC,Lara,3212
18 Gaunt St,1,3,6,29-03-2020,858m²,House,25th March 2020,$525k,VIC,Lara,3212
41 Lavender Dr,2,4,2,29-03-2020,459m²,House,13th March 2020,$555k,VIC,Lara,3212
15 Athlon Av,2,3,1,29-03-2020,693m²,House,19th March 2020,$455k,VIC,Leopold,3224
1/16 Bisinella Ct,2,3,2,29-03-2020,343m²,Townhouse,20th March 2020,$460k,VIC,Leopold,3224
63 Estuary Bvd,2,4,2,29-03-2020,634m²,House,13th March 2020,$650k,VIC,Leopold,3224
5/77-79 Clarke St,1,3,1,29-03-2020,UNAVAILABLE,Unit,5th March 2020,$525k,VIC,Lilydale,3140
3 Evie Cl,1,2,1,29-03-2020,UNAVAILABLE,House,18th March 2020,$550k,VIC,Lilydale,3140
95 William Rd,2,7,10,29-03-2020,4.08ha,House,20th March 2020,$1m,VIC,Little River,3211
142 Nethercraig Rd,2,4,4,29-03-2020,4.13ha,House,12th March 2020,$627.5k,VIC,Lockwood South,3551
5-7 Clifford St,2,4,4,29-03-2020,"1,883m²",House,27th March 2020,$430k,VIC,Longford,3851
30 Murphy La,1,4,4,29-03-2020,9.31ha,House,26th March 2020,$585k,VIC,Longlea,3551
60 Kulina Dr,3,5,5,29-03-2020,1.2ha,House,24th March 2020,$1.255m,VIC,Lovely Banks,3213
16/98-116 Main Rd,2,2,1,29-03-2020,UNAVAILABLE,Townhouse,12th March 2020,$520k,VIC,Lower Plenty,3093
16 Brookwater Pde,2,3,3,29-03-2020,621m²,House,4th March 2020,$750k,VIC,Lyndhurst,3975
32 Viewline Dr,2,4,2,29-03-2020,UNAVAILABLE,House,26th March 2020,$1.12m,VIC,Lysterfield,3156
2/102 Harborne St,2,3,2,29-03-2020,419m²,Unit,15th March 2020,$840k,VIC,Macleod,3085
17 Hilltop Av,2,4,2,29-03-2020,766m²,House,27th March 2020,$975k,VIC,Macleod,3085
83 Gresswell Rd,3,4,2,29-03-2020,520m²,House,6th March 2020,$1.36m,VIC,Macleod,3085
2 Caspar Pl,2,4,2,29-03-2020,587m²,House,24th March 2020,$528k,VIC,Maddingley,3340
10 Adair St,1,1,3,29-03-2020,997m²,House,17th March 2020,$300k,VIC,Maldon,3463
17 Lowther St W,1,2,2,29-03-2020,1.21ha,House,10th March 2020,$565k,VIC,Maldon,3463
57 Horace St,2,2,−,29-03-2020,UNAVAILABLE,House,19th March 2020,Price withheld,VIC,Malvern,3144
39 McArthur St,3,4,2,29-03-2020,UNAVAILABLE,House,25th March 2020,Price withheld,VIC,Malvern,3144
1 Gabriel Av,1,3,4,29-03-2020,641m²,House,26th March 2020,Price withheld,VIC,Malvern East,3145
79 Karma Av,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,21st March 2020,$1.125m,VIC,Malvern East,3145
25 Peverill St,2,3,1,29-03-2020,600m²,House,26th March 2020,Price withheld,VIC,Malvern East,3145
8 Rowena Rd,1,3,2,29-03-2020,UNAVAILABLE,House,18th March 2020,$1.535m,VIC,Malvern East,3145
3/10 Oliver St,1,2,1,29-03-2020,UNAVAILABLE,Unit,18th March 2020,$315k,VIC,Manifold Heights,3218
4 Forest Gum Mw,2,4,4,29-03-2020,498m²,House,20th March 2020,$604k,VIC,Manor Lakes,3024
21 Leichardt Dr,2,4,2,29-03-2020,576m²,House,25th March 2020,$622.379k,VIC,Manor Lakes,3024
2/35 Warrs Rd,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,18th March 2020,$785k,VIC,Maribyrnong,3032
1/4 La Scala Av,1,1,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$320k,VIC,Maribyrnong,3032
101/84 La Scala Av,2,2,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$410k,VIC,Maribyrnong,3032
17 Carlina Ct,2,3,2,29-03-2020,405m²,House,27th March 2020,$510k,VIC,Marshall,3216
5 Carrick St,1,3,2,29-03-2020,UNAVAILABLE,House,26th March 2020,$229.9k,VIC,Maryborough,3465
53 Derby Rd,1,3,2,29-03-2020,"1,015m²",House,27th March 2020,$265k,VIC,Maryborough,3465
2/188 Gladstone St,2,3,2,29-03-2020,370m²,Townhouse,23rd March 2020,$277k,VIC,Maryborough,3465
270 Gladstone St,1,3,4,29-03-2020,"1,250m²",House,20th March 2020,$240k,VIC,Maryborough,3465
21 Laidman St,2,4,2,29-03-2020,674m²,House,26th March 2020,$245k,VIC,Maryborough,3465
1/17 Pekin Rd,1,3,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$250k,VIC,Maryborough,3465
162 Railway St,1,3,1,29-03-2020,UNAVAILABLE,House,25th March 2020,$225k,VIC,Maryborough,3465
12 Carloway Dr,2,4,3,29-03-2020,UNAVAILABLE,House,20th March 2020,$590k,VIC,McKenzie Hill,3450
5 Yurunga Dr,2,3,4,29-03-2020,"1,188m²",House,17th March 2020,$590k,VIC,McKenzie Hill,3450
2B Elm Gr,1,2,1,29-03-2020,239m²,Townhouse,12th March 2020,Price withheld,VIC,McKinnon,3204
49 Bradman Dr,3,4,3,29-03-2020,453m²,House,19th March 2020,$570k,VIC,Meadow Heights,3048
3/31 Rokewood Cr,2,3,2,29-03-2020,UNAVAILABLE,Unit,18th March 2020,$401k,VIC,Meadow Heights,3048
1 Ross St,1,2,2,29-03-2020,UNAVAILABLE,House,11th March 2020,$349k,VIC,Meeniyan,3956
404/616 Little Collins St,1,2,−,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Melbourne,3000
402/39 Queen St,1,1,−,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Melbourne,3000
315/299 Spring St,2,2,1,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$768k,VIC,Melbourne,3000
202/594 St Kilda Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,25th March 2020,$620k,VIC,Melbourne,3004
1005/181 Abeckett St,1,−,−,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$221k,VIC,Melbourne,3000
2208/31 Abeckett St,1,1,−,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$340k,VIC,Melbourne,3000
2007/620 Collins St,1,2,1,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$545k,VIC,Melbourne,3000
1601/601 Little Lonsdale St,2,2,1,29-03-2020,UNAVAILABLE,Unit,24th March 2020,$625k,VIC,Melbourne,3000
1438/139 Lonsdale St,1,2,−,29-03-2020,UNAVAILABLE,Unit,16th March 2020,$299k,VIC,Melbourne,3000
4109/639 Lonsdale St,1,2,1,29-03-2020,UNAVAILABLE,Unit,1st March 2020,$575k,VIC,Melbourne,3000
1/7 Haynes Ct,1,2,1,29-03-2020,246m²,Unit,26th March 2020,$326.5k,VIC,Melton,3337
8/39 Scott St,1,2,1,29-03-2020,UNAVAILABLE,Unit,26th March 2020,$330k,VIC,Melton,3337
19/62 Andrew St,1,3,1,29-03-2020,UNAVAILABLE,Unit,27th March 2020,$310k,VIC,Melton South,3338
11 Clement Wy,2,4,2,29-03-2020,615m²,House,24th March 2020,$510k,VIC,Melton South,3338
698 High St,2,4,2,29-03-2020,945m²,House,4th March 2020,$635k,VIC,Melton West,3337
3/6 Anderson Ct,1,1,1,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Mentone,3194
3/134 Charman Rd,1,2,2,29-03-2020,87m²,Unit,UNAVAILABLE,Price withheld,VIC,Mentone,3194
1/7 Childers St,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,Price withheld,VIC,Mentone,3194
1/44 Plummer Rd,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,4th March 2020,Price withheld,VIC,Mentone,3194
6/9 Stawell St,1,2,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$585k,VIC,Mentone,3194
6/8-10 Alvena St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$955k,UNAVAILABLE,Mentone,UNAVAILABLE
76/80 Balcombe Rd,1,1,1,29-03-2020,UNAVAILABLE,Unit,15th March 2020,$385k,VIC,Mentone,3194
63 Kerrabee Dr,2,4,2,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Mernda,3754
46 William St,1,3,2,29-03-2020,675m²,House,13th March 2020,$507.5k,VIC,Mernda,3754
12/30b Ducal Pky,1,2,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$353k,VIC,Mernda,3754
5 Marsala Wy,2,4,2,29-03-2020,476m²,House,12th March 2020,$660k,VIC,Mernda,3754
28 Pythagoras St,2,4,1,29-03-2020,UNAVAILABLE,House,24th March 2020,$543.1k,VIC,Mernda,3754
15 Tangelo Gr,2,5,2,29-03-2020,512m²,House,18th March 2020,$931k,VIC,Mernda,3754
69 Alexo Rd,2,4,2,29-03-2020,434m²,House,20th March 2020,$550k,VIC,Mickleham,3064
11 Denbigh Lp,2,4,2,29-03-2020,UNAVAILABLE,House,25th March 2020,$635k,VIC,Mickleham,3064
12 Northall Rd,2,4,2,29-03-2020,448m²,House,24th March 2020,$680k,VIC,Mickleham,3064
35 Vautier Av,2,3,1,29-03-2020,UNAVAILABLE,House,26th March 2020,$522k,VIC,Mickleham,3064
12 Bluegum Ct,2,3,1,29-03-2020,530m²,House,26th March 2020,$600k,VIC,Mill Park,3082
7 Brookes Ct,2,4,4,29-03-2020,813m²,House,25th March 2020,$702k,VIC,Mill Park,3082
1 Grady Cl,2,4,6,29-03-2020,UNAVAILABLE,House,16th March 2020,$865k,VIC,Mill Park,3082
60 Incana Dr,2,4,1,29-03-2020,661m²,House,25th March 2020,$695k,VIC,Mill Park,3082
4/4 Stillman Dr,1,3,2,29-03-2020,UNAVAILABLE,Unit,21st March 2020,$490k,VIC,Mill Park,3082
3 Citrus Cl,2,3,1,29-03-2020,651m²,House,12th March 2020,$685k,VIC,Mill Park,3082
9 Caviar Ct,2,4,2,29-03-2020,644m²,House,27th March 2020,$438k,VIC,Miners Rest,3352
9 Hodge St,2,3,2,29-03-2020,448m²,House,26th March 2020,$342k,VIC,Miners Rest,3352
32 Miners Rest Rd,1,3,10,29-03-2020,26.49ha,House,23rd March 2020,$750k,VIC,Miners Rest,3352
5 Selwyn St,2,3,2,29-03-2020,UNAVAILABLE,House,20th March 2020,$350k,VIC,Miners Rest,3352
13-15 Edgerton Rd,2,4,4,29-03-2020,"1,404m²",House,13th March 2020,Price withheld,VIC,Mitcham,3132
14 Hodgson St,3,4,4,29-03-2020,656m²,House,26th March 2020,Price withheld,VIC,Mitcham,3132
23A Quarry Rd,2,3,1,29-03-2020,UNAVAILABLE,Townhouse,18th March 2020,$1.0914m,VIC,Mitcham,3132
30 Bruce St,1,3,1,29-03-2020,534m²,House,UNAVAILABLE,$978k,VIC,Mitcham,3132
113 Brunswick Rd,1,3,1,29-03-2020,"1,110m²",House,15th March 2020,$1.2m,VIC,Mitcham,3132
55 Dunlavin Rd,1,4,2,29-03-2020,780m²,House,7th March 2020,$985k,VIC,Mitcham,3132
25 Hedge End Rd,3,3,3,29-03-2020,635m²,House,UNAVAILABLE,$1.08m,VIC,Mitcham,3132
1 Edward St,1,3,1,29-03-2020,655m²,House,24th March 2020,$180k,VIC,Moe,3825
2A Haigh St,3,4,4,29-03-2020,UNAVAILABLE,House,16th March 2020,$372k,VIC,Moe,3825
2/28 Hunter St,1,2,2,29-03-2020,261m²,Unit,23rd March 2020,$195k,VIC,Moe,3825
10 Prince St,1,3,3,29-03-2020,651m²,House,24th March 2020,$202k,VIC,Moe,3825
4/11 Hotham St,1,2,1,29-03-2020,162m²,Unit,25th March 2020,Price withheld,VIC,Mont Albert,3127
16 Chessell St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.305m,UNAVAILABLE,Mont Albert North,UNAVAILABLE
85 Strabane Av,3,5,2,29-03-2020,700m²,House,23rd March 2020,Price withheld,VIC,Mont Albert North,3129
7/17 Arlie Cr,1,3,2,29-03-2020,UNAVAILABLE,Unit,26th March 2020,$590k,VIC,Montrose,3765
58 Argyle St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.44m,UNAVAILABLE,Moonee Ponds,UNAVAILABLE
13 Thomas St,1,3,2,29-03-2020,UNAVAILABLE,House,25th March 2020,$950k,VIC,Moonee Ponds,3039
3/132 Pascoe Vale Rd,2,2,1,29-03-2020,UNAVAILABLE,Townhouse,20th March 2020,$620k,VIC,Moonee Ponds,3039
13 Thomas St,1,3,2,29-03-2020,UNAVAILABLE,House,25th March 2020,$950k,VIC,Moonee Ponds,3039
300 Geelong-Ballan Rd,2,4,4,29-03-2020,20234.2821m²,House,26th March 2020,$810k,VIC,Moorabool,3213
141 Cardigan Rd,2,3,3,29-03-2020,892m²,House,20th March 2020,$785.5k,VIC,Mooroolbark,3138
39 Charles St,1,4,2,29-03-2020,800m²,House,23rd March 2020,$225k,VIC,Mooroopna,3629
3/103-105 Barkly St,1,2,1,29-03-2020,UNAVAILABLE,Unit,24th March 2020,$521k,VIC,Mordialloc,3195
9a David St,2,4,2,29-03-2020,UNAVAILABLE,Townhouse,16th March 2020,$1.45m,VIC,Mordialloc,3195
7 John St,1,3,2,29-03-2020,UNAVAILABLE,House,24th March 2020,$1.002m,VIC,Mordialloc,3195
12 Keefer St,2,3,2,29-03-2020,659m²,House,UNAVAILABLE,-1,VIC,Mordialloc,3195
2 Powlett St,2,2,3,29-03-2020,582m²,House,17th March 2020,Price withheld,VIC,Mordialloc,3195
4 Purtell Cl,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,UNAVAILABLE,Mordialloc,UNAVAILABLE
23 Black Knight St,2,3,2,29-03-2020,UNAVAILABLE,House,12th March 2020,$1.006m,VIC,Mordialloc,3195
24 Narambi Rd,1,3,2,29-03-2020,540m²,House,24th March 2020,$517k,VIC,Mornington,3931
5/820 Nepean Hwy,1,3,1,29-03-2020,UNAVAILABLE,Unit,14th March 2020,$550k,VIC,Mornington,3931
1/6 Tasma La,1,2,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$607.029k,VIC,Mornington,3931
1 Tira Ct,2,3,2,29-03-2020,693m²,House,24th March 2020,$820k,VIC,Mornington,3931
10 Arundel Ct,2,4,4,29-03-2020,"2,809m²",House,16th March 2020,$1.28m,VIC,Mount Eliza,3930
18A Bradman Av,2,4,2,29-03-2020,UNAVAILABLE,House,26th March 2020,$735k,VIC,Mount Evelyn,3796
38 Chatham Av,2,4,2,29-03-2020,949m²,House,27th March 2020,$560k,VIC,Mount Helen,3350
124 Rathkeale Av,2,3,2,29-03-2020,920m²,House,24th March 2020,$392.5k,VIC,Mount Helen,3350
4 King St,2,6,2,29-03-2020,"3,219m²",House,20th March 2020,$1.03575m,VIC,Mount Macedon,3441
942 Mount Macedon Rd,1,3,2,29-03-2020,UNAVAILABLE,House,20th March 2020,$900k,VIC,Mount Macedon,3441
22 Wynn Av,3,4,4,29-03-2020,1.03ha,House,27th March 2020,$1.78m,VIC,Mount Macedon,3441
11 Baystone Ct,2,4,2,29-03-2020,567m²,House,23rd March 2020,$711k,VIC,Mount Martha,3934
7 Veda Av,2,3,1,29-03-2020,820m²,House,18th March 2020,$765k,VIC,Mount Martha,3934
1-3 Oxford Ct,3,4,2,29-03-2020,"1,134m²",House,UNAVAILABLE,-1,VIC,Mount Martha,3934
3/717A Bond St,1,2,1,29-03-2020,185m²,Unit,25th March 2020,$291k,VIC,Mount Pleasant,3350
2/3 Arthurson St,1,2,1,29-03-2020,309m²,Unit,26th March 2020,Price withheld,VIC,Mount Waverley,3149
564 Huntingdale Rd,1,3,1,29-03-2020,691m²,House,18th March 2020,$995k,VIC,Mount Waverley,3149
13 Lewton Rd,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$999k,UNAVAILABLE,Mount Waverley,UNAVAILABLE
1/31 Malcolm Ct,3,4,2,29-03-2020,UNAVAILABLE,Townhouse,13th March 2020,$1.7m,VIC,Mount Waverley,3149
2/9-11 St Albans St,2,3,2,29-03-2020,283m²,Unit,26th March 2020,$1.07m,VIC,Mount Waverley,3149
27 Tuhans Rd,2,3,2,29-03-2020,724m²,House,UNAVAILABLE,$1.085m,VIC,Mount Waverley,3149
1/31 Malcolm Ct,3,4,2,29-03-2020,UNAVAILABLE,Townhouse,13th March 2020,$1.7m,VIC,Mount Waverley,3149
86 Albany Dr,2,3,2,29-03-2020,663m²,House,25th March 2020,$850k,VIC,Mulgrave,3170
21 Caledonia Cr,1,3,1,29-03-2020,657m²,House,11th March 2020,$850k,VIC,Mulgrave,3170
48 Denver Cr,2,3,2,29-03-2020,656m²,House,23rd March 2020,$815k,VIC,Mulgrave,3170
30 Fernbank Cr,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.035m,UNAVAILABLE,Mulgrave,UNAVAILABLE
25 Monash Dr,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.1m,UNAVAILABLE,Mulgrave,UNAVAILABLE
16 Queensberry Cct,2,4,2,29-03-2020,UNAVAILABLE,House,23rd March 2020,$1.06m,VIC,Mulgrave,3170
7/7 Crosbie Rd,1,1,1,29-03-2020,UNAVAILABLE,Unit,27th March 2020,$325k,VIC,Murrumbeena,3163
26 Leura St,1,3,2,29-03-2020,573m²,House,25th March 2020,$1.258m,VIC,Murrumbeena,3163
5 Muddy La,1,3,2,29-03-2020,"1,688m²",House,20th March 2020,$515k,VIC,Myrniong,3341
29 Barwon St,2,5,5,29-03-2020,880m²,House,3rd March 2020,$545k,VIC,Nagambie,3608
7840 Princes Hwy,2,4,6,29-03-2020,1.8ha,House,24th March 2020,$420k,VIC,Narrawong,3285
23 Treanna Rd,1,1,−,29-03-2020,3.58ha,House,20th March 2020,$325k,VIC,Narrawong,3285
83 Fountain Dr,1,3,2,29-03-2020,650m²,House,26th March 2020,$583k,VIC,Narre Warren,3805
3 Garrett Ct,2,4,2,29-03-2020,644m²,House,17th March 2020,$680k,VIC,Narre Warren,3805
1 Salinger La,2,3,1,29-03-2020,UNAVAILABLE,House,7th March 2020,$610k,VIC,Narre Warren,3805
27 Upton Cr,1,3,2,29-03-2020,650m²,House,27th March 2020,$597.5k,VIC,Narre Warren,3805
9 Sapphire Ct,2,4,2,29-03-2020,773m²,House,6th March 2020,$705k,VIC,Narre Warren North,3804
15 Alderley Ct,2,4,3,29-03-2020,656m²,House,25th March 2020,$810k,VIC,Narre Warren South,3805
6 Baronessa Av,2,4,2,29-03-2020,560m²,House,23rd March 2020,$635k,VIC,Narre Warren South,3805
29 Cobblestone Av,2,4,2,29-03-2020,669m²,House,20th March 2020,$606k,VIC,Narre Warren South,3805
76 Harrington Dr,2,3,2,29-03-2020,510m²,House,29th February 2020,$555k,VIC,Narre Warren South,3805
143 The Promenade ,2,4,2,29-03-2020,700m²,House,24th March 2020,$775k,VIC,Narre Warren South,3805
73a Lofven St,2,3,4,29-03-2020,UNAVAILABLE,House,23rd March 2020,$340k,VIC,Nerrina,3350
8/35-37 Monash Rd,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,20th March 2020,$315k,VIC,Newborough,3825
18 Wilsons Rd,1,2,2,29-03-2020,664m²,House,19th March 2020,$430k,VIC,Newcomb,3219
2/3 Jubilee St,1,1,1,29-03-2020,UNAVAILABLE,Unit,14th March 2020,$365k,VIC,Newport,3015
10/205 Mason St,1,2,1,29-03-2020,UNAVAILABLE,Unit,18th March 2020,$365k,VIC,Newport,3015
